#小天区编号 超新星编号 z t0 amplitude ebv
0.0 0.0 0.5144649942181885 2460939.0411985763 1.066221870149906e-09 0.02611498333113648
0.0 1.0 0.4945541074545026 2461304.6940935175 4.398885701314733e-10 0.02611498333113648
0.0 2.0 0.3690496686242993 2460056.497336643 1.8558090562176835e-09 0.02611498333113648
1.0 0.0 0.4257057580652346 2460340.787942634 7.708307322704763e-10 0.028657433452215407
1.0 1.0 0.3588472254832106 2461333.7516725017 1.8996936265507216e-10 0.028657433452215407
1.0 2.0 0.5246699160932039 2461154.3097456414 1.4509716816213667e-10 0.028657433452215407
2.0 0.0 0.3344202343442632 2460379.83093093 1.4081979468296486e-10 0.025706603985042726
2.0 1.0 0.4764958915611983 2459844.2593011246 1.2440002173789943e-10 0.025706603985042726
3.0 0.0 0.8927796284518297 2460034.3926259675 1.066050968969196e-10 0.030563480234166204
3.0 1.0 0.36336993161072206 2461258.3977521197 1.2030479430148802e-09 0.030563480234166204
4.0 0.0 0.5985794236602493 2459830.0936511224 3.162091843792619e-10 0.028375876680345195
4.0 1.0 0.7562909276962339 2461148.9296339164 2.4920944378566326e-10 0.028375876680345195
5.0 0.0 0.6255132748662232 2461178.944000133 3.430014475925172e-10 0.029861417580722145
6.0 0.0 1.1673474262809296 2460025.5255831014 3.69224034227441e-10 0.034186383003067526
7.0 0.0 1.305708473926528 2459849.976492006 1.4753128886418573e-10 0.022089042312007864
7.0 1.0 0.6156391422659624 2461183.52191149 1.1384740380852638e-10 0.022089042312007864
7.0 2.0 0.720244185817092 2461531.6617948613 2.944798309980484e-10 0.022089042312007864
7.0 3.0 1.36008078548927 2460967.139408318 9.188145899021063e-11 0.022089042312007864
9.0 0.0 0.2795550535752889 2460396.5404346753 1.5038794346516683e-09 0.026601666683714463
9.0 1.0 0.6259118452323866 2461062.829048123 2.2957698958330185e-10 0.026601666683714463
9.0 2.0 0.9717907274552928 2461090.980236981 4.5974346009418717e-11 0.026601666683714463
9.0 3.0 0.8234406000414497 2460785.4695495693 3.5311451299315125e-10 0.026601666683714463
10.0 0.0 0.1930369570354136 2461286.8146019685 6.022694033605794e-09 0.028916813848366037
11.0 0.0 0.34849199785381735 2461761.768661149 7.304196872292278e-10 0.03103013492107677
13.0 0.0 0.6117869625395171 2461146.4473944167 7.189013424997064e-11 0.02850628956183067
15.0 0.0 0.9266520325994033 2461305.7324347957 1.3854271938629735e-10 0.0430438714165121
15.0 1.0 0.2950729463911562 2461147.2985157804 2.551397173532652e-10 0.0430438714165121
15.0 2.0 0.344091141704253 2460076.316949169 7.627808423269828e-10 0.0430438714165121
16.0 0.0 0.7272158239868556 2461788.25177749 8.903258365283417e-11 0.029366659016963906
16.0 1.0 0.736254665200188 2460066.6295446563 1.4723364574769357e-10 0.029366659016963906
17.0 0.0 0.5307407059347934 2459817.4913917994 4.96603714746994e-10 0.03962573406238164
18.0 0.0 0.7651902363178167 2459837.7502738573 1.5636867312557333e-10 0.024780748931268765
19.0 0.0 0.4635866254922176 2461299.2022753344 1.3060419868089054e-10 0.02477242487314864
20.0 0.0 0.40139967528639414 2461458.3634854215 1.1933513042633984e-10 0.02633502743880423
21.0 0.0 0.9547159330163223 2461500.912531983 1.0623388288848675e-10 0.02586428671140943
21.0 1.0 1.1180408462310791 2461515.3023414165 8.425652846268233e-11 0.02586428671140943
22.0 0.0 1.1656752997377884 2461474.3779832907 7.380616165833016e-11 0.026729978850414712
22.0 1.0 0.6867259056945819 2461337.6216503526 7.494779255307228e-11 0.026729978850414712
22.0 2.0 0.9506067508756316 2461347.9594443566 1.9015691158731625e-10 0.026729978850414712
23.0 0.0 1.0466253700032753 2461504.0978927542 2.027415406815379e-10 0.029580808302921435
23.0 1.0 0.3352795854721423 2461154.1970682177 1.7106098784416114e-10 0.029580808302921435
24.0 0.0 0.7842307693438577 2460063.9910871433 1.2501597493370533e-10 0.02810602293416407
26.0 0.0 1.1282192218407927 2461145.3263676614 6.87521108616716e-11 0.02751834592530862
27.0 0.0 1.0392264073617037 2461510.3230722956 6.959948235560725e-11 0.026610318774239226
27.0 1.0 0.3129483709183817 2461514.555453271 3.8673040521823854e-10 0.026610318774239226
28.0 0.0 0.5623904663322353 2460379.178905209 2.40138253999801e-10 0.026517023409614864
30.0 0.0 0.7403844836821653 2461482.5122763757 1.1024007770772626e-10 0.037182937040539696
32.0 0.0 0.34252652464986455 2461527.0806789557 5.239983853541797e-10 0.03680556740039499
33.0 0.0 0.4261314345920697 2460368.910276068 5.120255036024187e-10 0.030683242304807706
33.0 1.0 0.5082588204353798 2461440.951084971 1.492800810774487e-10 0.030683242304807706
33.0 2.0 0.5423936550934242 2461378.401074978 3.1404031928151217e-10 0.030683242304807706
33.0 3.0 0.7579824794125434 2461427.2293724576 4.4678059331445415e-11 0.030683242304807706
34.0 0.0 1.09251824859294 2461150.491082834 1.1580229040859485e-10 0.028635561510133616
35.0 0.0 0.668487617250947 2460943.3620426045 9.583409123212154e-10 0.03148859705219418
36.0 0.0 0.678340542723119 2460050.6365900566 5.5767569444227245e-11 0.03466758736099219
36.0 1.0 0.7215247457348278 2461836.4796009148 2.975895241357458e-11 0.03466758736099219
37.0 0.0 0.8907843088130735 2461809.0266071237 2.699649172880961e-10 0.028115985283515426
37.0 1.0 0.5764294960101977 2459830.878366903 1.9685012573213535e-10 0.028115985283515426
38.0 0.0 0.21424092140893186 2459954.931824268 3.5654739446764477e-09 0.032306792247907015
38.0 1.0 0.4069696980918359 2459872.411053416 6.454504913934632e-10 0.032306792247907015
39.0 0.0 0.8229753018348476 2461513.2431502156 5.180393152850942e-11 0.0342357144164063
40.0 0.0 0.7596460166507294 2460047.2999059306 1.5496490350307429e-10 0.029190083743023267
41.0 0.0 0.9947918193032042 2460057.5357351564 8.473180863601359e-11 0.030875522049478923
41.0 1.0 0.5864729738888719 2460060.2404892324 6.574173788602471e-11 0.030875522049478923
42.0 0.0 0.7426664306320365 2460041.504279587 8.044461764591466e-11 0.034481959051198545
42.0 1.0 0.5370462589586122 2461132.7707459433 2.5681595135905015e-10 0.034481959051198545
43.0 0.0 0.8478053105140474 2459858.583223163 1.1136198872852453e-10 0.034394586125414586
43.0 1.0 0.8984468799993168 2459840.7042539134 1.4614052326403804e-10 0.034394586125414586
43.0 2.0 1.0428212110381239 2461513.0701847984 1.1136527561349815e-10 0.034394586125414586
44.0 0.0 0.8076176126896787 2460924.718180559 2.7766547150560325e-10 0.033316358448878286
44.0 1.0 0.38227401835494396 2460016.171680177 2.3838904716325533e-10 0.033316358448878286
44.0 2.0 0.3000326860237583 2461085.802166362 1.086977093336207e-09 0.033316358448878286
44.0 3.0 0.1935185353521952 2460953.0771456566 2.2732448173937585e-09 0.033316358448878286
45.0 0.0 0.14295793653443348 2459582.637154269 5.734160147143025e-09 0.02407712175439341
46.0 0.0 0.8563932352674649 2461107.0155606307 2.1956979433456402e-10 0.03354809295680513
46.0 1.0 1.3368796977976718 2459847.6418894194 7.761674306049248e-11 0.03354809295680513
46.0 2.0 0.7335037507354052 2461127.1390390852 6.356954366505804e-10 0.03354809295680513
47.0 0.0 1.0319093634057646 2460968.423864743 4.76203668638639e-11 0.030653359571922893
47.0 1.0 0.4944236272914021 2460065.9627108187 1.8649087869268469e-10 0.030653359571922893
48.0 0.0 1.1511799780180476 2461133.1827996704 9.531110158051641e-11 0.026472453218148465
48.0 1.0 0.677641985206952 2459845.1487799776 2.1169014821149016e-10 0.026472453218148465
48.0 2.0 0.12580542635238035 2461540.1439213497 9.156843548484964e-09 0.026472453218148465
49.0 0.0 0.846269691771439 2460346.6875301544 1.7614327000722898e-10 0.043214309656202925
50.0 0.0 0.5572753053108277 2459847.6577736055 1.4790430612314956e-10 0.047500926654970126
51.0 0.0 0.9556595013713032 2461151.8723545866 2.62162757353106e-10 0.04149802530349485
51.0 1.0 0.3708162009092004 2461106.7735277517 3.8363308987600445e-10 0.04149802530349485
54.0 0.0 0.8591547272281101 2461147.899937704 4.371723129180875e-11 0.042085388743108215
55.0 0.0 0.40123826367653875 2460015.966405569 3.461814796510989e-10 0.046265885779742
55.0 1.0 0.6095238981231194 2459999.7812358844 5.033649008673126e-10 0.046265885779742
55.0 2.0 0.6987896552310833 2460421.674752214 1.620667291982744e-10 0.046265885779742
56.0 0.0 0.5465099763160456 2460778.6916161855 4.220763476238467e-10 0.034753899397616785
56.0 1.0 0.5463436463601756 2461542.2051265733 1.7486884611601912e-10 0.034753899397616785
56.0 2.0 0.1809648571013271 2461792.9739814517 3.291444029531567e-09 0.034753899397616785
56.0 3.0 0.4429230867122652 2459860.123421246 1.4704557836939828e-10 0.034753899397616785
57.0 0.0 0.5666156761337597 2460790.614664338 2.4141245658464786e-10 0.038784308800404094
57.0 1.0 0.24898041437212404 2461756.975449911 1.2092171871872625e-09 0.038784308800404094
59.0 0.0 1.1311564712197109 2460032.148752425 2.3745460852275433e-10 0.040792991524276304
60.0 0.0 0.40306529464684954 2461090.8613064378 9.056507903074701e-10 0.04132086565069952
62.0 0.0 0.6231103646549632 2461778.876824296 1.1727147113948755e-10 0.03583841903794891
62.0 1.0 0.4493387099225191 2461526.7530389726 1.2018865520534595e-09 0.03583841903794891
62.0 2.0 0.3907535115982995 2460026.3098854134 5.605251467568483e-10 0.03583841903794891
62.0 3.0 0.5299116427342434 2460195.6681372765 1.0710764905117736e-09 0.03583841903794891
63.0 0.0 0.7270178589949653 2460022.040185179 2.1889916209885106e-10 0.04781490813069347
63.0 1.0 0.7243198084647599 2460957.6709293243 1.864526800188064e-10 0.04781490813069347
63.0 2.0 0.789451452341793 2459841.359963414 8.876669172861535e-11 0.04781490813069347
64.0 0.0 0.5232046293932056 2461800.377817841 3.520984463095748e-10 0.04397194260247393
64.0 1.0 1.1758379749492793 2459855.596303425 8.85999374337294e-11 0.04397194260247393
65.0 0.0 0.27208769886187356 2461503.5267803017 2.291066566245289e-09 0.03903936497686496
65.0 1.0 0.21909331542675003 2460074.2900013286 3.17068014833417e-09 0.03903936497686496
65.0 2.0 0.9917114891567168 2459862.8556549964 1.3224648937860405e-10 0.03903936497686496
66.0 0.0 0.4868010319021722 2460352.00201857 2.0006980049380372e-10 0.046980919783415724
66.0 1.0 0.7247729416560035 2460202.165619508 1.2922599544138047e-10 0.046980919783415724
66.0 2.0 0.4124068094842876 2459930.735258107 2.104304270626831e-09 0.046980919783415724
66.0 3.0 0.7980099076352436 2460077.828207495 1.1790333571888915e-10 0.046980919783415724
66.0 4.0 0.7371777865503251 2461128.786991369 1.092943325887437e-10 0.046980919783415724
66.0 5.0 0.9666026642661929 2460028.6815854274 2.6164145921813284e-10 0.046980919783415724
67.0 0.0 1.023911393226231 2461793.525172985 3.123082434688422e-10 0.044050606001173845
67.0 1.0 1.0278930789321237 2461129.5967578436 1.4312223860313986e-10 0.044050606001173845
67.0 2.0 0.9461243568935127 2461796.1845359355 2.135263028216714e-10 0.044050606001173845
68.0 0.0 0.7470729262244011 2460985.4575880654 1.8443987011188404e-10 0.045619293252843654
68.0 1.0 0.5446367005890479 2461835.073765496 1.4735827891005185e-10 0.045619293252843654
70.0 0.0 0.6425034681216162 2460370.009580088 2.544429855247301e-10 0.0642078108775205
71.0 0.0 1.2629929325903535 2461515.712794181 1.372667881622653e-10 0.05124454193021242
71.0 1.0 0.7372472138521717 2461306.4953123895 4.281244815454854e-10 0.05124454193021242
72.0 0.0 0.8722595184295905 2461141.3469285253 8.666590268976272e-10 0.0680378784843192
73.0 0.0 0.8133709579070946 2461124.0843433426 2.0903838780983124e-10 0.05722028583305338
73.0 1.0 0.9116213908885775 2461825.044215445 7.621318163023997e-11 0.05722028583305338
74.0 0.0 1.2497376098080968 2461879.849060054 9.947728283732842e-11 0.04946804283003899
75.0 0.0 0.3113316238745543 2461405.884579998 1.3366045630620458e-09 0.07715667089736522
76.0 0.0 0.39445624003056945 2461278.8751859823 1.6408116216543362e-09 0.0764214078028052
76.0 1.0 0.38263893326299436 2460048.741206383 3.004120568953735e-10 0.0764214078028052
77.0 0.0 0.578236472776172 2460776.789271649 5.919245416700801e-10 0.07060244510428544
77.0 1.0 0.4570609373476209 2460216.8301017093 4.736133563727356e-10 0.07060244510428544
78.0 0.0 0.4342723886698621 2461177.4553794865 6.619983621830111e-10 0.07585844093536104
78.0 1.0 0.8926776267891723 2460800.476941049 5.297519228134243e-11 0.07585844093536104
79.0 0.0 0.2756083653697305 2460253.2294828654 6.2472837377838815e-09 0.059614087230470195
79.0 1.0 0.8599189282875361 2461529.78178832 1.2524647108805383e-10 0.059614087230470195
79.0 2.0 0.549999858927795 2460269.52434567 8.998049590074237e-10 0.059614087230470195
80.0 0.0 0.9065380157675318 2459927.874366485 2.2496622911487224e-10 0.05345088446345602
81.0 0.0 1.114006942176657 2460386.592588083 1.3781405396800746e-10 0.059698612529639906
82.0 0.0 0.12418429661401396 2459835.2103041466 6.4519868713090564e-09 0.06571785084093308
83.0 0.0 0.5605396049916044 2461098.746777544 8.189250969718925e-10 0.039954207918616494
83.0 1.0 0.42022471522758836 2461235.7374642966 8.821006883719506e-10 0.039954207918616494
84.0 0.0 0.8761475356407838 2460766.2464314913 2.1125908064774023e-10 0.04647654699746398
84.0 1.0 0.6114450172785096 2461136.09808557 5.35750519854956e-10 0.04647654699746398
85.0 0.0 0.5671233170030632 2461115.139574039 2.2186732741785157e-10 0.051330277921611676
85.0 1.0 0.5243060425821346 2460815.229512902 1.29741400876753e-10 0.051330277921611676
86.0 0.0 0.9299771878827277 2461820.6747307754 1.1966625037628992e-10 0.04600633332579721
86.0 1.0 0.9433704501871025 2461840.187651382 1.432220318284062e-10 0.04600633332579721
87.0 0.0 0.4512249724055297 2461533.8016612655 8.093157524073338e-10 0.05777238896649521
90.0 0.0 0.4145713378045247 2461515.079805942 8.84232425735171e-10 0.08138164585394597
92.0 0.0 0.3143273300458171 2460781.4981427407 7.375442406487376e-10 0.056051168943885864
92.0 1.0 0.516449068433544 2461504.518824302 1.7300815565722207e-10 0.056051168943885864
93.0 0.0 0.6262189802259749 2461495.401714399 1.1087861404491797e-10 0.056345001118194
95.0 0.0 0.5408586200409846 2461767.134646977 2.604249344575969e-10 0.03740045981187373
95.0 1.0 0.322901418613173 2459910.494593519 6.581491669885373e-10 0.03740045981187373
96.0 0.0 0.7982837990180864 2460047.0282355137 3.9219973539279256e-10 0.03624511106569161
96.0 1.0 0.92046264324462 2461124.7607663907 1.8967485345271014e-10 0.03624511106569161
97.0 0.0 1.009173463151728 2460810.732680281 7.096301414173988e-11 0.04054663887907724
97.0 1.0 0.7386389037163141 2461132.9629571033 2.5974385039873576e-10 0.04054663887907724
98.0 0.0 0.6325139382824215 2460240.4762596535 1.6581216062249854e-10 0.04071669435800724
98.0 1.0 0.9097438583180019 2461433.145038329 8.694223986426297e-11 0.04071669435800724
98.0 2.0 0.822537042862509 2460263.628249864 6.894773964600439e-11 0.04071669435800724
