#小天区编号 超新星编号 z t0 amplitude ebv
0.0 0.0 0.5096093135411395 2461339.2214620276 1.465168627038016e-10 0.02611498333113648
1.0 0.0 0.4854540682329012 2460334.60795685 9.783186703897014e-10 0.028657433452215407
2.0 0.0 0.7806690851705267 2461364.5850661 1.2109185904955945e-10 0.025706603985042726
2.0 1.0 0.9527511456029414 2460055.664663151 7.497906016389751e-11 0.025706603985042726
2.0 2.0 0.41440453038568703 2461451.7174097546 4.876819031295217e-10 0.025706603985042726
2.0 3.0 0.5338056876795736 2460059.3862177026 9.739452765350008e-11 0.025706603985042726
3.0 0.0 0.2158473309275361 2460403.5188634796 3.110697532972291e-09 0.030563480234166204
4.0 0.0 0.21333049249825747 2460564.3020120487 7.193584961999447e-10 0.028375876680345195
4.0 1.0 0.6791878217073158 2461399.7351677506 6.180883792229692e-11 0.028375876680345195
5.0 0.0 0.7885868727884916 2461326.5861623776 4.431296035222521e-11 0.029861417580722145
5.0 1.0 0.4702484645393468 2460011.834890718 7.180228598468804e-10 0.029861417580722145
7.0 0.0 0.610592237900713 2461529.1711132694 7.70675257543078e-11 0.022089042312007864
8.0 0.0 0.5010497952261217 2460795.204122832 2.6649104270094695e-10 0.02771540578980937
8.0 1.0 1.066193018773425 2460043.887200057 6.689455615566256e-11 0.02771540578980937
8.0 2.0 0.18564307875012961 2461511.150818676 3.0911255690007784e-09 0.02771540578980937
9.0 0.0 0.9050037642149111 2461780.056714431 1.4313985622395062e-10 0.026601666683714463
9.0 1.0 0.6053764949678877 2460974.84901958 7.934884929341029e-11 0.026601666683714463
10.0 0.0 0.9219712153554976 2461509.594481813 1.2422292696056683e-10 0.028916813848366037
10.0 1.0 0.7890462352741991 2461048.6706103496 1.0390354739979898e-10 0.028916813848366037
11.0 0.0 0.4278845338060701 2460766.4612800498 1.2572066044098136e-10 0.03103013492107677
11.0 1.0 1.1490381408999615 2461761.996349157 4.312039763060392e-11 0.03103013492107677
12.0 0.0 0.32166026706059775 2461761.017075609 3.5837972847486563e-10 0.026624896465452845
12.0 1.0 0.45186857487861526 2460204.5284453263 6.913393301967069e-11 0.026624896465452845
12.0 2.0 0.9056592736814051 2461450.6165991016 8.297328728661942e-11 0.026624896465452845
13.0 0.0 0.3640616677875563 2461142.660549702 1.5899352812023474e-10 0.02850628956183067
13.0 1.0 0.5387664684200606 2459871.8230474987 3.4181043223413815e-10 0.02850628956183067
14.0 0.0 0.45299228291262594 2461527.0811658977 5.256027883705857e-10 0.02501965971255865
14.0 1.0 0.48668448627099004 2460150.964930172 3.421329246601093e-10 0.02501965971255865
16.0 0.0 0.5974415624102479 2460063.2795536374 8.696855161396227e-11 0.029366659016963906
18.0 0.0 0.46322656292186226 2461129.6078496547 8.452823446234086e-11 0.024780748931268765
18.0 1.0 0.36724720187410836 2461267.7742903903 4.956579001406031e-10 0.024780748931268765
19.0 0.0 0.4344194908450959 2460059.062586952 6.627554079232215e-11 0.02477242487314864
19.0 1.0 0.6711914487424485 2461536.723246876 2.161385851542424e-10 0.02477242487314864
19.0 2.0 0.4509858787887791 2459829.8816178436 1.3203075433993227e-10 0.02477242487314864
20.0 0.0 0.8648318446590966 2461817.371151152 9.402385563592199e-11 0.02633502743880423
20.0 1.0 0.8014899861573614 2461129.089330538 7.754146197836282e-11 0.02633502743880423
20.0 2.0 0.7560237388125264 2461148.3856543778 9.17942191356042e-11 0.02633502743880423
21.0 0.0 1.1144091929161664 2461446.677318726 9.370250402029839e-11 0.02586428671140943
21.0 1.0 0.22794415727484652 2459875.4226671695 1.0430769262591297e-09 0.02586428671140943
23.0 0.0 0.34323245788734935 2461509.852300422 5.880802650765174e-10 0.029580808302921435
23.0 1.0 0.5172696249804569 2461396.792164963 3.08064327956359e-10 0.029580808302921435
23.0 2.0 0.5314196501790367 2459858.2087164465 2.5375915627980766e-10 0.029580808302921435
24.0 0.0 0.7061506025383136 2460947.7606354025 1.9880336441056896e-10 0.02810602293416407
25.0 0.0 0.5914862027146349 2461782.504323738 1.8985181446683062e-10 0.02811894141998083
25.0 1.0 0.5549449933086972 2461796.8739124616 7.429567206133087e-10 0.02811894141998083
25.0 2.0 0.4898970287682436 2461467.815146271 3.5666723548426985e-10 0.02811894141998083
26.0 0.0 0.5782603736794109 2459837.819654689 2.4735807458827857e-10 0.02751834592530862
28.0 0.0 0.7828290280718095 2460057.5457839128 1.6047847972617041e-10 0.026517023409614864
29.0 0.0 0.2849601809690583 2460797.020766504 1.5191528491701901e-10 0.038647364042902976
30.0 0.0 0.5450144723553122 2461532.866917244 8.775502811651739e-11 0.037182937040539696
31.0 0.0 0.6761341617196254 2461515.388568982 8.539679358346295e-11 0.03422612670365317
31.0 1.0 0.6409446203066704 2460057.13552297 2.707645978522786e-10 0.03422612670365317
31.0 2.0 0.6570400798954756 2460197.254901831 7.733204783251588e-11 0.03422612670365317
31.0 3.0 0.15913179159219187 2460949.0198770217 2.605290241631429e-09 0.03422612670365317
32.0 0.0 0.8867804595221451 2460054.1293212078 8.14832739179069e-11 0.03680556740039499
33.0 0.0 1.2017586510488187 2460046.877486938 1.8148805573735914e-10 0.030683242304807706
33.0 1.0 1.1971028614353267 2459849.523401876 7.836474922201209e-11 0.030683242304807706
34.0 0.0 0.5858545852540019 2461544.020018141 2.346679038511105e-10 0.028635561510133616
34.0 1.0 0.39258849524072315 2461820.79077955 3.3000815901565373e-10 0.028635561510133616
35.0 0.0 0.520741139847442 2461308.5663529844 1.5608497363651433e-10 0.03148859705219418
35.0 1.0 0.5551730923620525 2461142.308091847 4.4823225359098963e-11 0.03148859705219418
